sequence,seq_len,includes_unseen,unseen_events_in_seq,unseen_events_count,label,position_unseen,unseen_dict,input_seq,target_seq,predicted_seq,predicted_label,confusion_label
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 26 26 26 11 9 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 26, 26]","[26, 11, 9, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 26, 11, 9, 11]","[9, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 26 26 26 11 9 3 3 4 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 26, 26]","[26, 11, 9, 3, 3, 4, 3, 3, 4, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 3 4 3 3 3 4 23 23 23 21 21 21 ,25,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 3, 4, 3, 3, 3, 4, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 23 23 23 21 21 21 ,22,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 4, 3, 4, 23, 23, 23, 21]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 26 26 11 9 26 ,13,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 26, 26]","[11, 9, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 9 11 9 26 11 11 9 3 3 4 3 4 3 3 3 4 23 23 23 21 21 21 ,28,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 9, 11, 9, 26]","[11, 11, 9, 3, 3, 4, 3, 4, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 20 ,20,True,[20],1,abnormal,[20],"[{'unseen_idx': 1, 'event_id': 20, 'position': 20}]","[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 20]","[np.int64(1), np.int64(-1)]",anomaly,TP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 4 3 2 3 4 3 4 3 3 23 23 23 21 21 21 ,32,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 3, 4, 3, 4, 3, 2]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21 ,25,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 3, 3, 4, 3, 3, 4, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 9 26 26 11 11 9 11 9 26 2 3 4 3 23 23 23 21 21 21 ,23,False,[],0,normal,[],[],"[5, 5, 5, 22, 9, 26, 26, 11, 11, 9]","[11, 9, 26, 2, 3, 4, 3, 23, 23, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 26 26 26 11 9 11 9 3 3 4 3 4 3 3 3 4 3 3 4 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 26, 26, 26, 11]","[9, 11, 9, 3, 3, 4, 3, 4, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 26 11 9 26 25 5 18 26 6 16 26 21 23 23 23 21 21 21 ,26,False,[],0,abnormal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 26, 11]","[9, 26, 25, 5, 18, 26, 6, 16, 26, 21]","[np.int64(1), np.int64(-1)]",anomaly,TP
5 5 22 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 26, 26]","[11, 9, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 26 11 9 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 26, 11]","[9, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 26, 26]","[11, 9, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 2 ,14,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 2, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 25 18 5 6 16 26 26 21 23 23 23 23 21 20 21 21 ,29,True,[20],1,abnormal,[27],"[{'unseen_idx': 1, 'event_id': 20, 'position': 27}]","[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 25, 18, 5, 6, 16, 26, 26]","[np.int64(1), np.int64(-1)]",anomaly,TP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 3, 4, 3, 3, 4, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 4 3 3 4 3 3 4 3 3 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 4, 3, 4, 3, 3, 4]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 3 3 4 23 23 23 21 21 21 ,22,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 3, 3, 4, 23, 23, 23, 21]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21 ,20,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 2, 23, 23, 23, 21, 21, 21]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 2 2 2 23 23 23 21 21 21 ,25,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 4, 4, 3, 2, 2, 2, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 4 3 4 2 23 23 23 21 21 21 ,23,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 4, 3, 4, 2, 23, 23, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 23 23 23 21 21 21 ,22,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 4, 3, 4, 23, 23, 23, 21]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 9 11 2 2 23 23 23 21 21 21 ,21,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 9, 11, 2, 2, 23, 23, 23, 21, 21]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 4 3 3 3 4 3 3 4 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 3, 4, 3, 4, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 11 9 11 9 26 26 11 9 4 3 3 4 3 3 4 3 3 4 3 23 23 23 21 21 21 ,30,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 11, 9, 11, 9, 26]","[26, 11, 9, 4, 3, 3, 4, 3, 3, 4]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 26 11 9 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 26, 11]","[9, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 26, 26]","[11, 9, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 3 4 3 3 3 4 4 3 3 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 4, 3, 3, 4, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 4 4 3 2 23 23 23 21 21 21 ,23,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 4, 4, 3, 2, 23, 23, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 9 26 11 11 9 11 9 26 26 4 4 3 23 23 23 21 21 21 ,22,False,[],0,normal,[],[],"[5, 5, 5, 22, 9, 26, 11, 11, 9, 11]","[9, 26, 26, 4, 4, 3, 23, 23, 23, 21]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 9 26 26 26 11 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 9, 26]","[26, 26, 11, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 3 4 3 3 4 3 3 4 3 23 23 23 21 21 28 26 21 ,33,True,[28],1,abnormal,[31],"[{'unseen_idx': 1, 'event_id': 28, 'position': 31}]","[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 4, 3, 3, 4, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,TP
5 5 5 22 11 9 11 9 26 11 9 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 26, 11]","[9, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 4 3 3 3 4 3 3 4 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 3, 4, 3, 4, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 3, 4, 3, 3, 4, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 11 9 11 9 11 9 26 3 4 3 4 3 3 3 4 3 3 4 3 23 23 23 21 21 21 ,31,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 11, 9, 11, 9]","[11, 9, 26, 3, 4, 3, 4, 3, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 3 3 3 3 3 3 23 23 23 21 21 21 ,27,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 3, 3, 3, 3, 3, 3, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 2 23 23 23 21 21 21 ,23,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 4, 3, 4, 2, 23, 23, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 26 26 11 9 26 ,13,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 26, 26]","[11, 9, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 2 2 23 23 23 21 21 21 ,24,False,[],0,normal,[],[],"[22, 5, 5, 5, 26, 26, 26, 11, 9, 11]","[9, 11, 9, 4, 3, 4, 2, 2, 23, 23]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 5 22 11 9 11 9 11 9 26 26 26 ,13,False,[],0,normal,[],[],"[5, 5, 5, 22, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 0, 0, 0, 0, 0, 0, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 5, 22, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21 ,19,False,[],0,normal,[],[],"[5, 22, 5, 5, 11, 9, 11, 9, 11, 9]","[26, 26, 26, 23, 23, 23, 21, 21, 21, 0]","[np.int64(1), np.int64(-1)]",anomaly,FP
22 5 5 5 11 9 26 26 26 11 9 11 9 3 3 4 3 3 4 3 3 4 23 23 23 21 21 21 ,28,False,[],0,normal,[],[],"[22, 5, 5, 5, 11, 9, 26, 26, 26, 11]","[9, 11, 9, 3, 3, 4, 3, 3, 4, 3]","[np.int64(1), np.int64(-1)]",anomaly,FP
